X,Species,Family,Order,Habitat.tiering,Motility,Feeding.mode,Mode.of.life,Ecology.reference,iucn,risk
1793,Lepilemur edwardsi,Megaladapidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1794,Lepilemur fleuretae,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1795,Lepilemur grewcockorum,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1798,Lepilemur leucopus,Megaladapidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1799,Lepilemur microdon,Megaladapidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1800,Lepilemur milanoii,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1801,Lepilemur mittermeieri,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1802,Lepilemur mustelinus,Megaladapidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1803,Lepilemur petteri,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1805,Lepilemur ruficaudatus,Megaladapidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1807,Lepilemur seali,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1808,Lepilemur septentrionalis,Megaladapidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1809,Lepilemur tymerlachsoni,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1814,Choloepus didactylus,Megalonychidae,Xenarthra,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1815,Choloepus hoffmanni,Megalonychidae,Xenarthra,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1822,Abeomelomys sevia,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY.",LC,0
1823,Arborimus longicaudus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",NT,0
1825,Chiropodomys gliroides,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA. ",LC,0
1826,Chiropodomys karlkoopmani,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1827,Chiropodomys major,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA. ",LC,0
1830,Chiruromys forbesi,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY.",LC,0
1831,Chiruromys lamia,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY.",LC,0
1832,Chiruromys vates,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY.",LC,0
1833,Conilurus albipes,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY.",EX,1
1834,Conilurus penicillatus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY.",VU,1
1837,Crateromys schadenbergi,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",EN,1
1838,Delanymys brooksi,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1839,Dephomys defua,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1841,Grammomys dolichurus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Skinner, J. D., Chimimba, C. T. 2005. The Mammals of Southern African Subregion. Cambridge University Press, Cape Town, South Africa. ",LC,0
1843,Haeromys minahassae,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1844,Haeromys pusillus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1845,Hapalomys delacouri,Muridae,Rodentia,2,1,3,213,"Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1846,Hapalomys longicaudatus,Muridae,Rodentia,2,1,3,213,"Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",EN,1
1847,Hylomyscus aeta,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1848,Hylomyscus alleni,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1849,Hylomyscus baeri,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",EN,1
1850,Hylomyscus carillus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1851,Hylomyscus denniae,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1852,Hylomyscus parvus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1853,Hylomyscus stella,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1854,Leporillus apicalis,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",EX,1
1855,Lophiomys imhausi,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
1856,Lorentzimys nouhuysi,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1857,Mallomys aroaensis,Muridae,Rodentia,2,1,3,213,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
1858,Mallomys gunung,Muridae,Rodentia,2,1,3,213,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",EN,1
1859,Mallomys istapantap,Muridae,Rodentia,2,1,3,213,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
1860,Mallomys rothschildi,Muridae,Rodentia,2,1,3,213,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
1862,Melomys leucogaster,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1863,Melomys rufescens,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY. Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1864,Mesembriomys gouldii,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1865,Mesembriomys macrurus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",NT,0
1866,Neotoma cinerea,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Burton, M., Burton R. 1975. Encyclopedia of Mammals. Octopus Books Limited, London W1. ; Klein, S., 1983. The encyclopedia of North American wildlife. Facts on File, INC., NY, USA. ",LC,0
1867,Neotoma fuscipes,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1868,Nyctomys sumichrasti,Muridae,Rodentia,2,1,3,213,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1869,Ochrotomys nuttalli,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1870,Ototylomys phyllotis,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1871,Pithecheir melanurus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA. ; Klein, S., 1983. The encyclopedia of North American wildlife. Facts on File, INC., NY, USA.",VU,1
1873,Platacanthomys lasiurus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1875,Pogonomelomys mayeri,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY.",LC,0
1876,Solomys ponceleti,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",CR,1
1878,Solomys salebrosus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",EN,1
1879,Solomys sapientis,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",EN,1
1881,Thallomys loringi,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1882,Thallomys nigricauda,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1883,Thallomys paedulcus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1885,Thamnomys kempi,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1886,Thamnomys venustus,Muridae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA. ; Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1887,Tylomys bullaris,Muridae,Rodentia,2,1,3,213,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",CR,1
1889,Tylomys mirae,Muridae,Rodentia,2,1,3,213,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1890,Tylomys nudicaudus,Muridae,Rodentia,2,1,3,213,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1892,Tylomys tumbalensis,Muridae,Rodentia,2,1,3,213,"Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 2. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",CR,1
