X,Species,Family,Order,Habitat.tiering,Motility,Feeding.mode,Mode.of.life,Ecology.reference,iucn,risk
1621,Presbytis rubicunda,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1622,Presbytis thomasi,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1627,Procolobus verus,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1631,Pygathrix nemaeus,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1633,Semnopithecus entellus,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1634,Theropithecus gelada,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1635,Trachypithecus auratus,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Beacham W., Beetz KH. 1998. Beacham's guide to international endangered species. Beacham Publishing Group. Osprey, Florida.",VU,1
1636,Trachypithecus cristatus,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA. ",VU,1
1637,Trachypithecus francoisi,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1638,Trachypithecus geei,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Beacham W., Beetz KH. 1998. Beacham's guide to international endangered species. Beacham Publishing Group. Osprey, Florida.",EN,1
1640,Trachypithecus obscurus,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA. ",EN,1
1641,Trachypithecus phayrei,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA. ",EN,1
1642,Trachypithecus pileatus,Cercopithecidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1645,Cheirogaleus crossleyi,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1646,Cheirogaleus major,Cheirogaleidae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1647,Cheirogaleus medius,Cheirogaleidae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1650,Cheirogaleus sibreei,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1651,Microcebus berthae,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1652,Microcebus bongolavensis,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1654,Microcebus danfossi,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1655,Microcebus griseorufus,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",LC,0
1656,Microcebus jollyae,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1657,Microcebus lehilahytsara,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1659,Microcebus mamiratra,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1660,Microcebus mittermeieri,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1661,Microcebus myoxinus,Cheirogaleidae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1662,Microcebus ravelobensis,Cheirogaleidae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1663,Microcebus sambiranensis,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1664,Microcebus simmonsi,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1665,Microcebus tavaratra,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1666,Mirza zaza,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1667,Phaner furcifer,Cheirogaleidae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1668,Phaner pallescens,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1669,Phaner parienti,Cheirogaleidae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1671,Cynocephalus volans,Cynocephalidae,Dermoptera,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1672,Caluromys derbianus,Didelphidae,Didelphimorphia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1673,Caluromys lanatus,Didelphidae,Didelphimorphia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1674,Caluromys philander,Didelphidae,Didelphimorphia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1675,Chaetomys subspinosus,Echimyidae,Rodentia,2,1,3,213,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",VU,1
1676,Dactylomys boliviensis,Echimyidae,Rodentia,2,1,3,213,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
1677,Dactylomys dactylinus,Echimyidae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1680,Diplomys labilis,Echimyidae,Rodentia,2,1,3,213,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
1684,Echimys chrysurus,Echimyidae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Alderton, D. 1996. Rodents of the world. Facts on File, INC., NY, USA.",LC,0
1696,Isothrix pagurus,Echimyidae,Rodentia,2,1,3,213,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
1697,Kannabateomys amblyonyx,Echimyidae,Rodentia,2,1,3,213,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
1698,Lonchothrix emiliae,Echimyidae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1701,Mesomys hispidus,Echimyidae,Rodentia,2,1,3,213,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
1704,Mesomys stimulax,Echimyidae,Rodentia,2,1,3,213,"Macdonald, D. W. 2006. The Princeton Encyclopedia of Mammals. Princeton University Press, Princeton, NJ.",LC,0
1707,Coendou bicolor,Erethizontidae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1709,Coendou prehensilis,Erethizontidae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1712,Erethizon dorsatum,Erethizontidae,Rodentia,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1719,Euoticus elegantulus,Galagonidae,Primates,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",LC,0
1720,Euoticus pallidus,Galagonidae,Primates,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",NT,0
1722,Otolemur crassicaudatus,Galagonidae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1723,Otolemur garnettii,Galagonidae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",LC,0
1724,Pan paniscus,Hominidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1725,Pan troglodytes,Hominidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1726,Pongo pygmaeus,Hominidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1727,Hylobates agilis,Hylobatidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1731,Hylobates klossii,Hylobatidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1732,Hylobates lar,Hylobatidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1734,Hylobates moloch,Hylobatidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1735,Hylobates muelleri,Hylobatidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1736,Hylobates pileatus,Hylobatidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1738,Avahi cleesei,Indridae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1739,Avahi laniger,Indridae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1740,Avahi occidentalis,Indridae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1741,Avahi unicolor,Indridae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1742,Indri indri,Indridae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1743,Propithecus candidus,Indridae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1744,Propithecus coquereli,Indridae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1745,Propithecus coronatus,Indridae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1747,Propithecus diadema,Indridae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1748,Propithecus edwardsi,Indridae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1749,Propithecus perrieri,Indridae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1750,Propithecus tattersalli,Indridae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1751,Propithecus verreauxi,Indridae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1752,Eulemur albifrons,Lemuridae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1754,Eulemur collaris,Lemuridae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1755,Eulemur coronatus,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1756,Eulemur fulvus,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1757,Eulemur macaco,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1758,Eulemur mongoz,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1759,Eulemur rubriventer,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1760,Eulemur rufus,Lemuridae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1761,Eulemur sanfordi,Lemuridae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1762,Hapalemur alaotrensis,Lemuridae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",CR,1
1763,Hapalemur aureus,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1764,Hapalemur griseus,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",VU,1
1765,Hapalemur meridionalis,Lemuridae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1766,Hapalemur occidentalis,Lemuridae,Primates,2,1,3,213,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",VU,1
1768,Lemur catta,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1771,Varecia rubra,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1772,Varecia variegata,Lemuridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",CR,1
1773,Nycticebus coucang,Loridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
1774,Perodicticus potto,Loridae,Primates,2,1,3,213,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",NT,0
1775,Dendrolagus bennettianus,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",NT,0
1776,Dendrolagus dorianus,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1777,Dendrolagus goodfellowi,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",EN,1
1778,Dendrolagus inustus,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1779,Dendrolagus lumholtzi,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",NT,0
1780,Dendrolagus matschiei,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",EN,1
1782,Dendrolagus scottae,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",CR,1
1783,Dendrolagus spadix,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1785,Dendrolagus ursinus,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA., Nowak RM. 1999. Walker’s Mammals of the World, Vol. 1. Sixth Ed. The Johns Hopkins University Press, Maryland, USA.",VU,1
1786,Dorcopsulus macleayi,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY.",LC,0
1787,Dorcopsulus vanheurni,Macropodidae,Diprotodontia,2,3,3,233,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.; Flannery T. 1995. Mammals of New Guinea. Cornell University Press, Ithaca, NY.",NT,0
1788,Lepilemur aeeclis,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1790,Lepilemur ankaranensis,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1791,Lepilemur betsileo,Megaladapidae,Primates,2,2,3,223,"Garbutt, N. 2007. Mammal of Madagascar: A complete guide. Yale University Press, New Haven, CT.",EN,1
1792,Lepilemur dorsalis,Megaladapidae,Primates,2,2,3,223,"Hutchins M, Kleiman DG, Geist V, McDade MC. 2003. Grzimek’s Animal Life Encyclopedia Second Edition, Volume 12-16 Mammals I-V. Gale, Farmington Hills, MI, USA.",EN,1
