glottocode,name,isocodes,level,macroarea,latitude,longitude,Family_ID,Family_name
khar1290,Khartamche,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khar1296,Khartoum,,dialect,Africa,,,afro1255,Afro-Asiatic
khar1282,Kharwa,,dialect,Eurasia,,,indo1319,Indo-European
khas1270,Khasarli,,dialect,Eurasia,,,turk1311,Turkic
khas1271,Khasavyurt,,dialect,Eurasia,,,turk1311,Turkic
khas1269,Khasi,kha,language,Eurasia,24.977,91.9998,aust1305,Austroasiatic
khas1272,Khaskhong,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khat1247,Khatalia,,dialect,Eurasia,,,indo1319,Indo-European
khat1248,Khatola,,dialect,Eurasia,,,indo1319,Indo-European
khat1250,Khatyrka,,dialect,Eurasia,,,chuk1271,Chukotko-Kamchatkan
khay1238,Khayo,lko,language,Africa,0.54,34.25,atla1278,Atlantic-Congo
khee1238,Khe,kqg,language,Africa,9.79704,-4.24384,atla1278,Atlantic-Congo
kheh1237,Khehek,tlx,language,Papunesia,-2.06626,146.746,aust1307,Austronesian
khen1241,Khengkha,xkf,language,Eurasia,27.0879,90.8633,sino1245,Sino-Tibetan
khen1242,Khen Lài,,dialect,Eurasia,,,taik1256,Tai-Kadai
kher1247,Kheri,,dialect,Eurasia,,,indo1319,Indo-European
kher1243,Kherwara,,dialect,Eurasia,,,indo1319,Indo-European
khes1241,Khesang,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khes1242,|Khessákhoe,,dialect,Africa,,,khoe1240,Khoe-Kwadi
khet1238,Khetrani,xhe,language,Eurasia,30.4799,70.2828,indo1319,Indo-European
khez1235,Khezha Naga,nkh,language,Eurasia,25.7078,94.3114,sino1245,Sino-Tibetan
khia1236,Khiamniungan Naga,kix,language,Eurasia,26.20076,95.016799,sino1245,Sino-Tibetan
khia1237,Khiamniungan Naga (Retired),nky,language,,,,book1242,Bookkeeping
khim1238,Khimi,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khin1240,Khinalug,kjj,language,Eurasia,41.1801,48.0571,nakh1245,Nakh-Daghestanian
khir1237,Khirwar,kwx,language,Eurasia,23.7062,82.9615,drav1251,Dravidian
khis1238,Khisa,kqm,language,Africa,9.72099,-4.05416,atla1278,Atlantic-Congo
lish1235,Khispi,lsh,language,Eurasia,27.3688993,92.239467200000007,sino1245,Sino-Tibetan
khit1238,Khithaulhu,,dialect,South America,,,namb1299,Nambiquaran
khlo1239,Khlor,llo,language,Eurasia,15.6415,106.606,book1242,Bookkeeping
khlu1236,Khlula,ykl,language,Eurasia,23.1,104.45,sino1245,Sino-Tibetan
khmu1256,Khmu,kjg,language,Eurasia,20.2463,101.671,aust1305,Austroasiatic
khoa1239,Khoamak,,dialect,Papunesia,,,anim1240,Anim
khoc1238,Khocharkhotin,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
khoi1251,Khoibu,nkb,language,Eurasia,24.2041,94.1345,sino1245,Sino-Tibetan
khoi1253,Khoina,,dialect,Eurasia,27.3429306,92.5104585,sino1245,Sino-Tibetan
khoi1250,Kho'ini,xkc,language,Eurasia,36.8997,48.6212,indo1319,Indo-European
khoi1252,Khoitam,,dialect,Eurasia,27.3293889,92.4360113,sino1245,Sino-Tibetan
khok1238,Khoksar,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khol1238,Kholifa,,dialect,Africa,,,atla1278,Atlantic-Congo
khol1240,Kholok,ktc,language,Africa,9.33645,10.9671,afro1255,Afro-Asiatic
khol1241,Kholosi,,language,Eurasia,27.119682,54.295807,indo1319,Indo-European
khom1239,Khomakha,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khon1247,Khondi,,dialect,Eurasia,,,drav1251,Dravidian
khon1237,Khongzai,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khon1248,Khonoma,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khor1273,Khor,,dialect,Eurasia,,,tung1282,Tungusic
khor1274,Khorasan Arabic,,language,Eurasia,35.857626,59.14336,afro1255,Afro-Asiatic
khor1267,Khorasani Kurmanji,,dialect,Eurasia,,,indo1319,Indo-European
khor1275,Khorasan Persian,,dialect,Eurasia,,,indo1319,Indo-European
khor1269,Khorasan Turkic,kmz,language,Eurasia,36.4438,60.0277,turk1311,Turkic
khor1272,Khorat Thai,,dialect,Eurasia,,,taik1256,Tai-Kadai
khor1270,Khori,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
khor1243,Khorla,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khor1268,Khorramabadi,,dialect,Eurasia,,,indo1319,Indo-European
khos1234,Khoshuud,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
khot1252,Khotan,,dialect,Eurasia,,,turk1311,Turkic
khot1251,Khotanese,kho,language,Eurasia,38.33,79.04,indo1319,Indo-European
khot1254,Khotang,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khot1253,Khotogoit,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
khot1255,Khoton,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
khow1242,Khowar,khw,language,Eurasia,36,72,indo1319,Indo-European
khow1243,Khowd Dörwöd,,dialect,Eurasia,,,mong1349,Mongolic-Khitan
khoi1249,Khoy-Maragha,,dialect,Eurasia,,,indo1319,Indo-European
khro1239,Khroong,,dialect,Eurasia,,,aust1305,Austroasiatic
guan1266,Khroskyabs,jiq,language,Eurasia,31.5655,101.928,sino1245,Sino-Tibetan
khua1243,Khua,xhv,language,Eurasia,17.402,106.021,book1242,Bookkeeping
khua1244,Khuai,,language,Africa,,,book1242,Bookkeeping
khud1234,Khuduts,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
khue1238,Khuen,khf,language,Eurasia,21.0793,101.327,aust1305,Austroasiatic
khuf1238,Khufi,,dialect,Eurasia,37.8595,71.60373,indo1319,Indo-European
khum1246,Khumbu,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khum1249,Khumi,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khum1250,Khumi Awa Chin,cka,language,Eurasia,20.5226,93.3656,book1242,Bookkeeping
khum1248,Khumi Chin,cnk,language,Eurasia,22.87125,92.9894633333,sino1245,Sino-Tibetan
khun1259,Khün,kkh,language,Eurasia,19.6062,99.3363,taik1256,Tai-Kadai
khun1260,Khungari,,dialect,Eurasia,,,tung1282,Tungusic
khun1256,Khuni,,dialect,Eurasia,,,indo1319,Indo-European
khun1258,Khuni (Kumi Chin),,dialect,Eurasia,,,sino1245,Sino-Tibetan
khun1261,Khunsari,,dialect,Eurasia,,,indo1319,Indo-European
khun1255,Khunsaric,kfm,language,Eurasia,36.6963,49.3742,indo1319,Indo-European
khur1237,Khuri,,dialect,Eurasia,,,indo1319,Indo-European
khut1242,Khute,,dialect,Africa,,,khoe1240,Khoe-Kwadi
khut1241,Khutswe,,dialect,Africa,,,atla1278,Atlantic-Congo
khuz1234,Khuzestani,,dialect,Eurasia,,,indo1319,Indo-European
khwa1238,Khwarezmian,xco,language,Eurasia,41.68,60.75,indo1319,Indo-European
khva1239,Khwarshi-Inkhoqwari,khv,language,Eurasia,42.2743,45.9977,nakh1245,Nakh-Daghestanian
khwe1238,Khweymi,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khya1239,Khyang,,dialect,Eurasia,,,sino1245,Sino-Tibetan
khyn1238,Khynrium,,dialect,Eurasia,,,aust1305,Austroasiatic
kiaa1241,Kia,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
kiag1234,Kiagai,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
fort1240,Kiai,frt,language,Papunesia,-15.4484,166.931,aust1307,Austronesian
kian1236,Kiantalaotse,,dialect,Africa,,,aust1307,Austronesian
kiar1239,Kiari,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
jair1235,Kia River Awyu,awv,language,Papunesia,-6.79732,140.104,nucl1709,Nuclear Trans New Guinea
kiau1234,Kiautschou Pidgin German,,language,Eurasia,,,pidg1258,Pidgin
kiba1245,Kiba,,dialect,Africa,,,atla1278,Atlantic-Congo
bolo1261,Kibala,blv,language,Africa,-10.3511,15.0867,atla1278,Atlantic-Congo
kiba1244,Kibangha,,dialect,Africa,,,atla1278,Atlantic-Congo
kiba1246,Kibar,,dialect,Africa,,,cent2225,Central Sudanic
kibe1241,Kibet,kie,language,Africa,11.32054,20.87674,maba1274,Maban
kibi1239,Kibiri,prm,language,Papunesia,-7.45276,144.296,,
bush1250,Kibosy Kiantalaotsy-Majunga,buc,language,Africa,-12.9652,45.1368,aust1307,Austronesian
kibu1236,Kibushi-Kimaore,,dialect,Africa,,,aust1307,Austronesian
kich1262,K'iche',quc,language,North America,14.5278,-91.1696,maya1287,Mayan
kich1264,"K'iche', Cunén",cun,language,North America,,,book1242,Bookkeeping
kich1265,"K'iche', Eastern",quu,language,North America,,,book1242,Bookkeeping
kich1267,"K'iche', Joyabaj",quj,language,North America,,,book1242,Bookkeeping
kich1261,Kichepo,,dialect,Africa,,,surm1244,Surmic
kich1263,"K'iche', San Andrés",qxi,language,North America,,,book1242,Bookkeeping
kich1266,"K'iche', West Central",qut,language,North America,,,book1242,Bookkeeping
kick1244,Kickapoo,kic,language,North America,41.655145,-89.03034,algi1248,Algic
kida1237,Kidapawan Manobo,,dialect,Papunesia,,,aust1307,Austronesian
kidd1235,Kiddu,,dialect,Africa,,,katl1246,Katla-Tima
kide1235,Kidero,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
kide1234,Kidero-Mokok,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
kiem1238,Kiembara,,dialect,Africa,,,mand1469,Mande
kiga1238,Kigala,,dialect,Africa,,,atla1278,Atlantic-Congo
kusg1238,Kigile-Kusgilo,,dialect,Africa,,,koma1264,Koman
kigu1238,Kigumu,,dialect,Africa,,,atla1278,Atlantic-Congo
kigy1238,Kigyoma,,dialect,Africa,,,atla1278,Atlantic-Congo
kiha1242,Kihai,,dialect,Africa,,,atla1278,Atlantic-Congo
kiha1240,Ki|hazi,,dialect,Africa,,,tuuu1241,Tuu
kija1238,Kijang,,dialect,Africa,,,atla1278,Atlantic-Congo
kije1234,Kijee Aweer,,dialect,Africa,,,afro1255,Afro-Asiatic
kika1239,Kikai,kzg,language,Eurasia,28.31,129.982,japo1237,Japonic
kika1240,KiKAR,,language,Africa,,,pidg1258,Pidgin
kiku1240,Kikuyu,kik,language,Africa,-0.29005,36.719,atla1278,Atlantic-Congo
kila1238,Kili of Amur,,dialect,Eurasia,,,tung1282,Tungusic
kild1236,Kildin Saami,sjd,language,Eurasia,68.2158,35.8348,ural1272,Uralic
kile1243,Kilen,,language,Eurasia,47.585,132.48,tung1282,Tungusic
kile1242,Kilenge,,dialect,Papunesia,,,aust1307,Austronesian
kili1263,Kilia,,dialect,Papunesia,,,aust1307,Austronesian
kili1272,Kilii,,dialect,Africa,,,afro1255,Afro-Asiatic
kili1262,Kilikien,,dialect,Eurasia,,,indo1319,Indo-European
kili1273,Kilit,,dialect,Eurasia,,,indo1319,Indo-European
kili1264,Kiliva,,dialect,Papunesia,,,aust1307,Austronesian
kili1267,Kilivila,kij,language,Papunesia,-8.72574,151.072,aust1307,Austronesian
kili1268,Kiliwa,klb,language,North America,30.5471,-115.123,coch1271,Cochimi-Yuman
kilm1241,Kilmeri,kih,language,Papunesia,-2.88607,141.191,bord1247,Border
kimm1246,Kim,kia,language,Africa,9.79442,15.8936,atla1278,Atlantic-Congo
kima1246,Kimaama,kig,language,Papunesia,-8.01899,138.355,kolo1268,Kolopom
nucl1704,Kimant,,dialect,Africa,,,afro1255,Afro-Asiatic
kima1247,Kimanyanga,,dialect,Africa,,,atla1278,Atlantic-Congo
kima1244,Kimaragang,kqr,language,Papunesia,6.61982,116.96,aust1307,Austronesian
mbal1254,Kimbala H16,,dialect,Africa,,,atla1278,Atlantic-Congo
nzam1238,Kimbata,,dialect,Africa,,,atla1278,Atlantic-Congo
sout2810,Kimbeko,,dialect,Africa,,,atla1278,Atlantic-Congo
kimb1243,Kimboma,,dialect,Africa,,,atla1278,Atlantic-Congo
kimb1242,Kimbu,kiv,language,Africa,-7.23023,33.6445,atla1278,Atlantic-Congo
kimb1241,Kimbundu,kmb,language,Africa,-8.97835,14.8893,atla1278,Atlantic-Congo
kimd1235,Kimda,,language,South America,-25.826594,-54.625855,nucl1710,Nuclear-Macro-Je
kimk1238,Kimki,sbt,language,Papunesia,-4.2742000000000004,140.884,,
kimm1245,Kim Mun,mji,language,Eurasia,22.9856,105.024,hmon1336,Hmong-Mien
kimp1234,Kimpangu,,dialect,Africa,,,atla1278,Atlantic-Congo
kimr1241,Kimre,kqp,language,Africa,9.42071,16.9423,afro1255,Afro-Asiatic
kimr1242,Kimruwa,,dialect,Africa,,,afro1255,Afro-Asiatic
kims1241,Kimsquit,,dialect,North America,,,sali1255,Salishan
kimw1238,Kimwela,,dialect,Africa,,,atla1278,Atlantic-Congo
kina1252,Kinabalian,cbw,language,Papunesia,10.2589,125.2217,aust1307,Austronesian
kina1249,Kinakomba,,dialect,Africa,,,atla1278,Atlantic-Congo
kina1251,Kinalakna,kco,language,Papunesia,-6.05862,147.442,nucl1709,Nuclear Trans New Guinea
kina1250,Kinaray-a,krj,language,Papunesia,10.8131,122.297,aust1307,Austronesian
kinb1238,Kinbakka,,dialect,Africa,,,mand1469,Mande
kind1243,Kindamba,,dialect,Africa,,,atla1278,Atlantic-Congo
kind1236,Kinderma,,dialect,Africa,,,heib1242,Heibanic
kind1244,Kindibu,,dialect,Africa,,,atla1278,Atlantic-Congo
kind1242,Kindige,,dialect,Africa,,,dogo1299,Dogon
kine1234,Kine,,dialect,Africa,,,atla1278,Atlantic-Congo
nucl1379,Kinga,zga,language,Africa,-9.35868,34.2321,atla1278,Atlantic-Congo
king1257,King's Pass Hungarian,,dialect,Eurasia,,,ural1272,Uralic
king1260,Kings River,,dialect,North America,,,yoku1255,Yokutsan
guan1270,Kinikinao,gqn,dialect,South America,-19.1667,-54.0333,araw1281,Arawakan
kini1237,Kininanggunan,,dialect,Papunesia,,,aust1307,Austronesian
kink1239,Kinkanu,,dialect,Africa,,,atla1278,Atlantic-Congo
kink1238,Kinki,,dialect,Eurasia,,,japo1237,Japonic
kinn1249,Kinnauri,kfk,language,Eurasia,31.3688,78.3148,sino1245,Sino-Tibetan
ling1263,Kinshasa Lingala,lin,language,Africa,-4.409174,15.28532,atla1278,Atlantic-Congo
east2405,Kintandu,,dialect,Africa,,,atla1278,Atlantic-Congo
kint1239,Kintaq,knq,language,Eurasia,5.75004,101.277,aust1305,Austroasiatic
kinu1239,Kinuku,kkd,language,Africa,10.3524,8.1296,atla1278,Atlantic-Congo
kiny1242,Kinyabanga,,dialect,Africa,,,atla1278,Atlantic-Congo
kiny1243,Kinyamunsange,,dialect,Africa,,,atla1278,Atlantic-Congo
kiny1244,Kinyarwanda,kin,language,Africa,-1.56771,29.6441,atla1278,Atlantic-Congo
kiok1239,Kioko,ues,language,Papunesia,-4.99012,122.951,aust1307,Austronesian
kion1242,Kiong,kkm,language,Africa,5.20497,8.35234,atla1278,Atlantic-Congo
kior1239,Kiorr,xko,language,Eurasia,21.0684,101.211,book1242,Bookkeeping
kiow1266,Kiowa,kio,language,North America,34.9403,-98.9042,kiow1265,Kiowa-Tanoan
kiow1264,Kiowa Apache,apk,language,North America,34.9077,-98.2461,atha1245,Athabaskan-Eyak-Tlingit
kipe1235,Kipea,,dialect,South America,-7.392974,-37.141114,kari1254,Kariri
kipg1238,Kipgen,,dialect,Eurasia,,,sino1245,Sino-Tibetan
kips1239,Kipsigis,sgc,language,Africa,-0.35774,35.258532,nilo1247,Nilotic
kipu1237,Kiput,kyi,language,Papunesia,4.16535,114.367,aust1307,Austronesian
kira1248,Kiramang,,dialect,Papunesia,,,timo1261,Timor-Alor-Pantar
kira1246,Kirari,,dialect,Eurasia,,,indo1319,Indo-European
kira1252,Kirawa,,dialect,Africa,,,afro1255,Afro-Asiatic
kirb1236,Kir-Balar,kkr,language,Africa,10.1456,9.77003,afro1255,Afro-Asiatic
kire1240,Kire,geb,language,Papunesia,-4.25927,144.711,ramu1234,Ramu
kirg1245,Kirghiz,kir,language,Eurasia,42,74,turk1311,Turkic
kiri1254,Kirike,okr,language,Africa,4.41126,6.98938,ijoi1239,Ijoid
kiri1256,Kirikiri,kiy,language,Papunesia,-3.18494,137.282,lake1255,Lakes Plain
kiri1253,Kiristav,,dialect,Eurasia,,,indo1319,Indo-European
kiri1255,Kiriyenteken,,dialect,Papunesia,,,aust1307,Austronesian
kirk1236,Kirkpong,,dialect,Africa,,,katl1246,Katla-Tima
kirk1242,Kirkuk,,dialect,Eurasia,,,turk1311,Turkic
kirm1248,Kirmanjki,kiu,language,Eurasia,39.1636,39.4004,indo1319,Indo-European
kirm1249,Kirmico-Lek,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
kiro1241,Kiroba,,dialect,Africa,,,atla1278,Atlantic-Congo
kiry1234,Kirya-Konzel,fkk,language,Africa,10.48,13.36,afro1255,Afro-Asiatic
kiss1246,Kis,kis,language,Papunesia,-3.83909,143.96,aust1307,Austronesian
kisa1263,Kisa,lks,language,Africa,0.1529,34.5708,atla1278,Atlantic-Congo
kisa1268,Kisakinda-Kinkiari,,dialect,Africa,,,atla1278,Atlantic-Congo
kisa1267,Kisambaeri,,dialect,South America,,,hara1260,Harakmbut
kisa1260,Kisan,,dialect,Eurasia,,,indo1319,Indo-European
kisa1261,Kisan (Dravidian),xis,dialect,Eurasia,,,drav1251,Dravidian
kisa1262,Kisanga,,dialect,Africa,,,atla1278,Atlantic-Congo
kisa1264,Kisankasa,kqh,language,Africa,-2.780485,36.59766,book1242,Bookkeeping
kisa1266,Kisar,kje,language,Papunesia,-8.05122,127.18,aust1307,Austronesian
kise1238,Kisede,,dialect,Africa,,,atla1278,Atlantic-Congo
semu1240,Kisémolo,,dialect,Africa,,,atla1278,Atlantic-Congo
sett1235,KiSetla,sta,language,Africa,-15.6067,28.6923,pidg1258,Pidgin
binj1248,Kisɛ́mbɔ́mbɔ,,dialect,Africa,,,atla1278,Atlantic-Congo
kish1246,Kishamba,,dialect,Africa,,,atla1278,Atlantic-Congo
kish1245,Kishtwari,,dialect,Eurasia,,,indo1319,Indo-European
kisi1243,Kisi,kiz,language,Africa,-9.93,34.4825,atla1278,Atlantic-Congo
kisi1246,Kisibemba,,dialect,Africa,,,atla1278,Atlantic-Congo
kisi1245,Kisikongo,,dialect,Africa,,,atla1278,Atlantic-Congo
kiso1239,Kisolongo Angola,,dialect,Africa,,,atla1278,Atlantic-Congo
kiso1240,Kisolongo DRC,,dialect,Africa,,,atla1278,Atlantic-Congo
kiso1238,Kisonko,,dialect,Africa,,,nilo1247,Nilotic
kist1241,Kistane,gru,language,Africa,8.33561,38.4763,afro1255,Afro-Asiatic
kita1251,Kitakyūshū-ben,,dialect,Eurasia,,,japo1237,Japonic
kita1249,Kita Maninkakan,mwk,language,Africa,13.1798,-9.49151,mand1469,Mande
kita1247,Kitan,zkt,language,Eurasia,44.3773,115.986,mong1349,Mongolic-Khitan
kita1252,Kitanemuk,,dialect,North America,,,utoa1244,Uto-Aztecan
kita1250,Kitava,,dialect,Papunesia,,,aust1307,Austronesian
kite1237,Kitemoka,,language,South America,-16,-62.75,chap1271,Chapacuran
kiti1240,Kiti,,dialect,Papunesia,,,aust1307,Austronesian
kiti1241,Kitimat,,dialect,North America,,,waka1280,Wakashan
kitj1240,Kitja,gia,language,Australia,-17.5758,127.392,jarr1235,Jarrakan
kits1249,Kitsai,kii,language,North America,31.83,-96.5,cadd1255,Caddoan
kits1250,Kitsootso,,dialect,Africa,,,atla1278,Atlantic-Congo
kitu1245,Kituba (Congo),mkw,language,Africa,-4.15654,14.5648,atla1278,Atlantic-Congo
kitu1246,Kituba (Democratic Republic of Congo),ktu,language,Africa,-2.29601,17.1548,atla1278,Atlantic-Congo
kitu1247,Kituhwa,,dialect,North America,,,iroq1247,Iroquoian
kiun1242,Kiundu,,dialect,Papunesia,,,aust1307,Austronesian
kiun1241,Kiunthali,,dialect,Eurasia,,,indo1319,Indo-European
kiur1238,Kiuri,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
cari1277,Kivalliq,,dialect,North America,,,eski1264,Eskimo-Aleut
kivu1238,Kivu Swahili,,dialect,Africa,,,atla1278,Atlantic-Congo
kiwa1252,Kiwangona,,dialect,Papunesia,,,aust1307,Austronesian
kiya1238,Kiya,,dialect,Africa,,,atla1278,Atlantic-Congo
kiyo1234,Kiyombe,,dialect,Africa,,,atla1278,Atlantic-Congo
kiza1238,Kizare,,dialect,Eurasia,,,sino1245,Sino-Tibetan
kizi1242,Kiziere,,dialect,Africa,,,atla1278,Atlantic-Congo
kizo1240,Kizobe,,dialect,Africa,,,atla1278,Atlantic-Congo
kizo1238,Kizolo,,dialect,Eurasia,,,sino1245,Sino-Tibetan
kizo1239,Kizombo,,dialect,Africa,,,atla1278,Atlantic-Congo
kjak1239,Kjakela,,dialect,Eurasia,,,tung1282,Tungusic
kjal1234,Kjal,,dialect,Africa,,,afro1255,Afro-Asiatic
klaa1238,Klaaifrysk,,dialect,Eurasia,,,indo1319,Indo-European
klad1234,Kla-Dan,lda,dialect,Africa,,,mand1469,Mande
klam1253,Klamaasise,,dialect,Africa,,,atla1278,Atlantic-Congo
klam1254,Klamath-Modoc,kla,language,North America,42.5861,-121.704,,
nede1245,Nedebang,nec,language,Papunesia,-8.28776,124.192,timo1261,Timor-Alor-Pantar
klan1243,Klan,,dialect,Africa,,,mand1469,Mande
klan1242,Klangklang,,dialect,Eurasia,,,sino1245,Sino-Tibetan
klao1243,Klao,klu,language,Africa,5.05,-8.85,krua1234,Kru
klat1237,Klatsop,,dialect,North America,,,chin1490,Chinookan
klee1238,Kle,,dialect,Africa,,,cent2225,Central Sudanic
klem1234,Klemtu,,dialect,North America,,,waka1280,Wakashan
klen1239,Kle Noehmõ,,dialect,Africa,,,atla1278,Atlantic-Congo
klep1238,Klepo,,dialect,Africa,,,krua1234,Kru
klev1234,Kleverländisch,,dialect,Eurasia,,,indo1319,Indo-European
klia1235,Klias River Kadazan,kqt,language,Papunesia,5.39453,115.582,aust1307,Austronesian
klik1240,Klikitat,,dialect,North America,,,saha1239,Sahaptian
klin1234,Klingon,tlh,language,North America,,,arti1236,Artificial Language
klis1237,Klishatu,,dialect,Papunesia,,,aust1307,Austronesian
kelo1247,Klon,kyo,language,Papunesia,-8.40688,124.429,timo1261,Timor-Alor-Pantar
kluc1234,Kluchu,,dialect,Eurasia,,,sino1245,Sino-Tibetan
klus1234,Kluskus,,dialect,North America,,,atha1245,Athabaskan-Eyak-Tlingit
miju1243,Kman,mxj,language,Eurasia,28.4732,97.0444,sino1245,Sino-Tibetan
kooo1244,Ko,fuj,language,Africa,10.7321,31.5399,heib1242,Heibanic
koal1240,Koalib-Rere,kib,language,Africa,11.69648,30.47166,heib1242,Heibanic
koas1236,Koasati,cku,language,North America,30.4096,-92.709,musk1252,Muskogean
koba1240,Koba,kpd,language,Papunesia,-6.47901,134.61,aust1307,Austronesian
koba1241,Koban,,dialect,Eurasia,,,sino1245,Sino-Tibetan
koba1239,Ko Bashai,,dialect,Eurasia,,,drav1251,Dravidian
kobe1242,Kobe,,dialect,Africa,,,saha1256,Saharan
kobe1243,Kobe (Indonesia),,dialect,Papunesia,,,aust1307,Austronesian
kobe1244,Kobe (Japonic),,dialect,Eurasia,,,japo1237,Japonic
kobi1242,Kobi,,dialect,Papunesia,,,aust1307,Austronesian
kobi1241,Kobiana,kcj,language,Africa,13.5269,-14.4527,atla1278,Atlantic-Congo
kobo1248,Kobol,kgu,language,Papunesia,-4.79614,145.284,nucl1709,Nuclear Trans New Guinea
kobo1247,Kobola,,dialect,Papunesia,,,timo1261,Timor-Alor-Pantar
kobo1255,Kobom,,dialect,Africa,,,atla1278,Atlantic-Congo
kobo1249,Kobon,kpw,language,Papunesia,-5.16446,144.46,nucl1709,Nuclear Trans New Guinea
kobo1254,Kobotachi,,dialect,Africa,,,afro1255,Afro-Asiatic
kobu1239,Kobuk River Inupiatun,,dialect,North America,,,eski1264,Eskimo-Aleut
koch1250,Koch,kdq,language,Eurasia,25.7962,90.2566,sino1245,Sino-Tibetan
koch1252,Kochariya,,dialect,Eurasia,,,indo1319,Indo-European
koch1253,Kochariya-East Danuwar,dhw,language,Eurasia,27.094496,85.910081,indo1319,Indo-European
koch1247,Kochila Tharu,thq,language,Eurasia,26.7251,84.6301,indo1319,Indo-European
koch1248,Koch (Northern Bengali),,dialect,Eurasia,,,indo1319,Indo-European
koda1236,Koda,cdz,language,Eurasia,23.234,87.479,aust1305,Austroasiatic
koda1254,Kodaku,ksz,language,Eurasia,23.5757,83.8454,aust1305,Austroasiatic
koda1255,Kodava,kfa,language,Eurasia,12.2443,75.9161,drav1251,Dravidian
kode1237,Kodeoha,vko,language,Papunesia,-3.39566,120.937,aust1307,Austronesian
kodi1246,Kodia,kwp,language,Africa,5.49671,-6.31915,krua1234,Kru
kodi1249,Kodi Bangedo,,dialect,Papunesia,,,aust1307,Austronesian
kodi1248,Kodi Bokol,,dialect,Papunesia,,,aust1307,Austronesian
kodi1247,Kodi,kod,language,Papunesia,-9.6373,119.114,aust1307,Austronesian
kodo1238,Kodoo,,dialect,Africa,,,maba1274,Maban
kodr1238,Kodrao,,dialect,Eurasia,,,aust1307,Austronesian
kodu1239,Kodu,,dialect,Eurasia,,,aust1305,Austroasiatic
koen1239,Koenoem,kcs,language,Africa,9.01129,9.46622,afro1255,Afro-Asiatic
kofa1236,Kofa,kso,language,Africa,9.76068,12.8757,book1242,Bookkeeping
kofe1239,Kofei,kpi,language,Papunesia,-2.414345,136.813619,geel1240,Geelvink Bay
koff1242,Koffa,,dialect,Africa,,,afro1255,Afro-Asiatic
koff1238,Koffa (Mfumte),,dialect,Africa,,,atla1278,Atlantic-Congo
dimm1243,Kofyar-Doemak,,dialect,Africa,,,afro1255,Afro-Asiatic
kogo1235,Kogonop,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
kogu1234,Koguryo,zkg,language,Eurasia,,,uncl1493,Unclassifiable
koha1246,Kohama,,dialect,Eurasia,,,japo1237,Japonic
koha1245,Kohat Hindko,,dialect,Eurasia,,,indo1319,Indo-European
koha1244,Kohat Pashto,,dialect,Eurasia,,,indo1319,Indo-European
kohg1238,Kohgiluyeh,,dialect,Eurasia,,,indo1319,Indo-European
kohi1249,Kohima,,dialect,Eurasia,,,sino1245,Sino-Tibetan
kohi1250,Kohin,kkx,language,Papunesia,-1.43973,111.905,aust1307,Austronesian
kohi1248,Kohistani Shina,plk,language,Eurasia,35.1741,73.3207,indo1319,Indo-European
kohn1238,Kohnadeh,,dialect,Eurasia,,,indo1319,Indo-European
koho1244,Koho,kpm,language,Eurasia,11.6444,108.057,aust1305,Austroasiatic
koho1245,Kohoroxitari,kob,language,,,,book1242,Bookkeeping
kohu1244,Kohumono,bcs,language,Africa,5.92596,7.96202,atla1278,Atlantic-Congo
koii1238,Koi,kkt,language,Eurasia,27.1941,86.8531,sino1245,Sino-Tibetan
koia1262,Koianu,,dialect,Papunesia,,,sout2948,South Bougainville
koim1234,Koimei,,dialect,Africa,,,mand1469,Mande
koir1240,Koireng,nkd,language,Eurasia,25.2857,94.2141,sino1245,Sino-Tibetan
koit1244,Koitabu,kqi,language,Papunesia,-9.36877,147.079,koia1260,Koiarian
koiw1243,Koiwat,kxt,language,Papunesia,-4.03417,143.62,nduu1242,Ndu
kojo1234,Kojo Rojo,,dialect,Eurasia,,,sino1245,Sino-Tibetan
koka1245,Kokak Naga,nxk,language,Eurasia,,,book1242,Bookkeeping
