glottocode,name,isocodes,level,macroarea,latitude,longitude,Family_ID,Family_name
koka1237,Kokant Shan,,dialect,Eurasia,,,taik1256,Tai-Kadai
koka1244,Kokata,ktd,language,Australia,-29.94,135.55,pama1250,Pama-Nyungan
kokb1239,Kok Borok,trp,language,Eurasia,23.1916,91.4673,sino1245,Sino-Tibetan
kokc1239,Kok Chiang,,dialect,Eurasia,,,sino1245,Sino-Tibetan
koke1240,Koke,kou,language,Africa,10.6829,18.4121,atla1278,Atlantic-Congo
koke1241,Kokenop Mandobo,,language,Papunesia,-5.551923,140.598971,nucl1709,Nuclear Trans New Guinea
koki1244,Koki,,dialect,Papunesia,,,manu1261,Manubaran
koki1243,Kokila,,dialect,Papunesia,,,manu1261,Manubaran
kokn1236,Kok-Nar,gko,language,Australia,-16.181,141.608,pama1250,Pama-Nyungan
koko1273,Koko Babangk,okg,language,Australia,-15.82602,141.48016,book1242,Bookkeeping
koko1265,Kokoda,xod,language,Papunesia,-2.12872,132.449,sout3418,South Bird's Head
koko1272,Koko Dhawa,,language,Australia,-16.050900536399,141.80615325644,pama1250,Pama-Nyungan
koko1267,Kokola,kzn,language,Africa,-16.2681,35.5767,atla1278,Atlantic-Congo
koko1268,Kokopo,,dialect,Papunesia,,,aust1307,Austronesian
koko1270,Kokoroton Murut,,dialect,Papunesia,,,aust1307,Austronesian
koko1269,Kokota,kkk,language,Papunesia,-8.16481,159.191,aust1307,Austronesian
koll1254,Kol,,dialect,Papunesia,,,kolp1236,Kol (Papua New Guinea)
kola1285,Kola,kvv,language,Papunesia,-5.48833,134.592,aust1307,Austronesian
kola1284,Kolai,,dialect,Eurasia,,,indo1319,Indo-European
kola1291,Kola (Mazagway),,dialect,Africa,,,afro1255,Afro-Asiatic
kola1287,Kolana,,dialect,Papunesia,,,timo1261,Timor-Alor-Pantar
kolb1241,Kol (Bangladesh),ekl,language,Eurasia,24.5318,88.337,aust1305,Austroasiatic
kolb1240,Kolbila,klc,language,Africa,8.26797,13.2707,atla1278,Atlantic-Congo
kolc1235,Kol (Cameroon),biw,language,Africa,3.65994,12.8574,atla1278,Atlantic-Congo
kold1235,Koldrong,,dialect,Africa,,,katl1246,Katla-Tima
kole1238,Kolepa,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
kolh1240,Kolhreng,,dialect,Eurasia,,,sino1245,Sino-Tibetan
koli1253,Kolibugan Subanon,skn,language,Papunesia,7.77212,122.567,aust1307,Austronesian
koli1252,Koli (Konkani),,dialect,Eurasia,,,indo1319,Indo-European
kolk1234,Kolkata Indian Sign Language,wbs,dialect,Eurasia,22.606042,88.394224,sign1238,Sign Language
koln1238,Kol North,,dialect,Africa,,,atla1278,Atlantic-Congo
kolo1265,Kolo,,dialect,Africa,,,atla1278,Atlantic-Congo
kolo1266,Kolo (Indonesia),,dialect,Papunesia,,,aust1307,Austronesian
kolo1262,Kolokuma-Opokuma,,dialect,Africa,,,ijoi1239,Ijoid
kolo1267,Kolom,klm,language,Papunesia,-5.57832,146.212,nucl1709,Nuclear Trans New Guinea
kolo1264,Koloo,,dialect,Africa,,,atla1278,Atlantic-Congo
kolo1263,Kolop,,dialect,Africa,,,atla1278,Atlantic-Congo
waer1237,Kolor,wrx,language,Papunesia,-8.78645,120.70299,aust1307,Austronesian
kolp1236,Kol (Papua New Guinea),kol,language,Papunesia,-5.21042,151.583,,
kols1241,Kölsch,ksh,language,Eurasia,50.947,6.927,indo1319,Indo-European
kols1242,Kol South,,dialect,Africa,,,atla1278,Atlantic-Congo
kolu1244,Koluama,,dialect,Africa,,,ijoi1239,Ijoid
kolu1247,Kolum So Dogon,dkl,language,Africa,14.3617,-3.8795,book1242,Bookkeeping
kolu1246,Kolur,,dialect,Papunesia,,,aust1307,Austronesian
kolu1245,Koluwawa,klx,language,Papunesia,-9.42742,150.462,aust1307,Austronesian
koll1253,Kol (Vietnam),,dialect,Eurasia,,,aust1305,Austroasiatic
koly1245,Kolyai,,dialect,Eurasia,,,indo1319,Indo-European
koly1246,Kolyma-Omolon,,dialect,Eurasia,,,tung1282,Tungusic
komm1247,Kom,,dialect,Africa,,,atla1278,Atlantic-Congo
koma1269,Koma,,dialect,Africa,,,atla1278,Atlantic-Congo
koma1267,Koma Damti,,dialect,Africa,,,atla1278,Atlantic-Congo
koma1266,Koma Ndera,kmy,language,Africa,8.70976,12.7282,atla1278,Atlantic-Congo
koma1270,Komasma,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
komb1273,Komba,kpf,language,Papunesia,-6.16163,147.28,nucl1709,Nuclear Trans New Guinea
komb1274,Kombai,tyn,language,Papunesia,-5.54543,139.902,nucl1709,Nuclear Trans New Guinea
komb1272,Kombio,xbi,language,Papunesia,-3.48467,142.694,nucl1708,Nuclear Torricelli
komb1268,Kombo,,dialect,Africa,,,atla1278,Atlantic-Congo
komc1235,Kom (Cameroon),bkm,language,Africa,6.2596,10.3348,atla1278,Atlantic-Congo
kome1238,Komering,kge,language,Papunesia,-3.79215,105.107,aust1307,Austronesian
komi1270,Kom (India),kmm,language,Eurasia,24.8688,94.534,sino1245,Sino-Tibetan
komi1271,Kominimung,xoi,language,Papunesia,-4.68537,144.783,ramu1234,Ramu
komi1269,Komi-Permyak,koi,language,Eurasia,59.6602,54.7959,ural1272,Uralic
komi1275,Komiya,,dialect,Africa,,,afro1255,Afro-Asiatic
komi1277,Komi-Yazva,,language,Eurasia,60.717,55.756,ural1272,Uralic
komi1268,Komi-Zyrian,kpv,language,Eurasia,64.0527,54.946,ural1272,Uralic
komk1238,Komkar,,dialect,Eurasia,,,sino1245,Sino-Tibetan
komn1238,Kómnjo,,dialect,Papunesia,-8.70216,141.5878,more1255,Yam
komo1259,Komo,,dialect,Africa,,,atla1278,Atlantic-Congo
komo1260,Komo (Democratic Republic of Congo),kmw,language,Africa,-0.76333,26.7144,atla1278,Atlantic-Congo
komo1261,Komodo,kvh,language,Papunesia,-8.64518,119.477,aust1307,Austronesian
komo1262,Komofio,,dialect,Papunesia,,,bosa1245,Bosavi
komo1264,Komoigaleka,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
komo1263,Komongu,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
komo1258,Komo (Sudan-Ethiopia),xom,language,Africa,8.94162,34.0939,koma1264,Koman
gomm1238,Kompana,,dialect,Africa,,,atla1278,Atlantic-Congo
komp1237,Kompane,kvp,language,Papunesia,-5.64348,134.742,aust1307,Austronesian
komt1237,Komta,,language,Africa,,,uncl1493,Unclassifiable
komt1238,Komtao,,dialect,Eurasia,,,drav1251,Dravidian
komy1238,Komyandaret,kzv,language,Papunesia,-5.25453,140.213,nucl1709,Nuclear Trans New Guinea
kona1242,Konai,kxw,language,Papunesia,-5.66011,142.069,east2433,East Strickland
kona1243,Konawe,,dialect,Papunesia,,,aust1307,Austronesian
kond1295,Konda-Dora,kfc,language,Eurasia,18.26754,82.93402,drav1251,Dravidian
kond1299,Konda (Mongo),,dialect,Africa,,,atla1278,Atlantic-Congo
kond1300,Konda (Ngwo),,dialect,Africa,,,atla1278,Atlantic-Congo
kond1305,Kondazi,,dialect,Eurasia,,,indo1319,Indo-European
kond1296,Konde,,dialect,Africa,,,atla1278,Atlantic-Congo
kond1304,Kondo,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
kond1298,Kondoa,,dialect,Africa,,,atla1278,Atlantic-Congo
kond1297,Kondoa (Sagala),,dialect,Africa,,,atla1278,Atlantic-Congo
kond1293,Kondoma Shor,,dialect,Eurasia,,,turk1311,Turkic
kond1301,Kondowa,,dialect,Papunesia,,,aust1307,Austronesian
kone1241,Koneraw,kdw,language,Papunesia,-8.37424,138.0675,momb1255,Mombum-Koneraw
kong1290,Kong,,dialect,Africa,,,atla1278,Atlantic-Congo
kong1291,Konga,,dialect,Africa,,,cent2225,Central Sudanic
kong1282,Kongar,,dialect,Eurasia,,,drav1251,Dravidian
kong1294,Kongara,,dialect,Papunesia,,,sout2948,South Bougainville
kong1286,Kongba,,dialect,Africa,,,atla1278,Atlantic-Congo
kong1285,Kongbaa,,dialect,Africa,,,atla1278,Atlantic-Congo
kong1283,Kongpo,,dialect,Eurasia,,,sino1245,Sino-Tibetan
kong1289,Kong (Cameroon),,dialect,Africa,,,atla1278,Atlantic-Congo
kong1293,Kongi,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
kong1292,Kong Jula,,dialect,Africa,,,mand1469,Mande
kong1288,Kongola-Meno,,dialect,Africa,,,atla1278,Atlantic-Congo
kong1284,Kongon,,dialect,Eurasia,,,sino1245,Sino-Tibetan
konh1238,Kon Hring Sedang,,dialect,Eurasia,,,aust1305,Austroasiatic
koni1259,Koni,,dialect,Africa,,,atla1278,Atlantic-Congo
koni1262,Koniag,,dialect,North America,,,eski1264,Eskimo-Aleut
koni1260,Koniéré,,dialect,Africa,,,maba1274,Maban
koni1257,Konike,,dialect,Africa,,,atla1278,Atlantic-Congo
koni1258,Koniko,,dialect,Africa,,,atla1278,Atlantic-Congo
koni1261,Konio,,dialect,Papunesia,,,aust1307,Austronesian
konj1249,Konjo Pesisir,,dialect,Papunesia,,,aust1307,Austronesian
konk1265,Konkani (Bhili),,dialect,Eurasia,,,indo1319,Indo-European
konk1267,Konkan Marathi,knn,language,Eurasia,18.404,73.994,indo1319,Indo-European
konk1268,Kon Keu,kkn,language,Eurasia,21.6369,100.278,book1242,Bookkeeping
konk1269,Konkomba,xon,language,Africa,9.82224,0.2783,atla1278,Atlantic-Congo
konn1243,Kon Ngam,,dialect,Africa,,,cent2225,Central Sudanic
konn1242,Konni,kma,language,Africa,10.2368,-1.54376,atla1278,Atlantic-Congo
kono1266,Konobo,,dialect,Africa,,,krua1234,Kru
east2414,Konobo-Eastern Krahn,kqo,language,Africa,5.83555,-7.85454,krua1234,Kru
kono1267,Kono (Guinea),knu,language,Africa,7.85002,-8.25793,mand1469,Mande
kono1269,Konomala,koa,language,Papunesia,-4.16184,152.87,aust1307,Austronesian
kono1241,Konomihu,,language,North America,41.263356,-123.310776,shas1238,Shastan
kono1270,Konongo,,dialect,Africa,,,atla1278,Atlantic-Congo
kono1265,Konongo-Ruwila,kcz,language,Africa,-6.51503,32.1803,atla1278,Atlantic-Congo
kono1264,Kono (Nigeria),klk,language,Africa,10.436,8.32193,atla1278,Atlantic-Congo
kono1268,Kono (Sierra Leone),kno,language,Africa,8.67039,-10.9214,mand1469,Mande
kons1243,Konso,kxc,language,Africa,5.39111,37.53,afro1255,Afro-Asiatic
kont1246,Kontanáwa,,language,South America,,,unat1236,Unattested
kont1245,Kontu,,dialect,Papunesia,,,aust1307,Austronesian
kont1244,Kontum,,dialect,Eurasia,,,aust1305,Austroasiatic
kony1248,Konyak Naga,nbe,language,Eurasia,26.6823,95.0598,sino1245,Sino-Tibetan
kony1250,Konyanka Maninka,mku,language,Africa,8.04788,-8.89972,mand1469,Mande
konz1239,Konzo,koo,language,Africa,0.32395,29.8696,atla1278,Atlantic-Congo
kooo1245,Koo,,dialect,Papunesia,,,aust1307,Austronesian
kook1242,Kooki,,dialect,Africa,,,atla1278,Atlantic-Congo
kook1241,Kookwila,,dialect,Africa,,,atla1278,Atlantic-Congo
koon1246,Koony,,dialect,Africa,,,nilo1247,Nilotic
koon1245,Koonzime,ozm,language,Africa,3.25933,13.54152,atla1278,Atlantic-Congo
koop1238,Koopei,,dialect,Papunesia,,,sout2948,South Bougainville
koor1238,Koor,,dialect,Africa,,,atla1278,Atlantic-Congo
koor1239,Koorete,kqy,language,Africa,5.8054500000000004,37.8679,gong1255,Ta-Ne-Omotic
kopa1247,Kopa,,dialect,Africa,,,atla1278,Atlantic-Congo
kopa1246,Kopa (Bangba),,dialect,Africa,,,atla1278,Atlantic-Congo
kopa1248,Kopar,xop,language,Papunesia,-3.98259,144.466,lowe1423,Lower Sepik
kope1239,Kope,,dialect,Papunesia,,,kiwa1251,Kiwaian
kopk1238,Kopkaka,opk,language,Papunesia,-4.91191,139.926,nucl1709,Nuclear Trans New Guinea
nucl1694,Kopti,,dialect,Africa,,,afro1255,Afro-Asiatic
kora1299,Kora,,dialect,Africa,,,khoe1240,Khoe-Kwadi
kora1295,Korafe,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
kora1294,Korafe-Yegha,kpr,language,Papunesia,-9.07,149.267,nucl1709,Nuclear Trans New Guinea
kora1296,Korak,koz,language,Papunesia,-4.5998,145.514,nucl1709,Nuclear Trans New Guinea
kora1290,Korakuure,,dialect,Africa,,,atla1278,Atlantic-Congo
kora1292,Korana,kqz,language,Africa,-30.4207,19.7711,khoe1240,Khoe-Kwadi
kora1291,Korandje,kcy,language,Africa,29.4957,-2.48113,song1307,Songhay
kora1298,Korapun-Bromley,,language,Papunesia,-4.535733,139.680215,nucl1709,Nuclear Trans New Guinea
korb1237,Korbafo,,dialect,Papunesia,,,aust1307,Austronesian
kord1245,Kordali,,dialect,Eurasia,,,indo1319,Indo-European
kore1282,Kore,,dialect,Africa,,,nilo1247,Nilotic
kore1280,Korean,kor,language,Eurasia,37.54,126.98,kore1284,Koreanic
kore1273,Korean Sign Language,kvk,language,Eurasia,37.4718,127.609,sign1238,Sign Language
kore1283,Koreguaje,coe,language,South America,0.92316,-75.3475,tuca1253,Tucanoan
kore1281,Korekore,,dialect,Africa,,,atla1278,Atlantic-Congo
kori1257,Kori,,dialect,Eurasia,,,indo1319,Indo-European
kori1261,Korido,,dialect,Papunesia,,,aust1307,Austronesian
kori1263,Koriko,,dialect,Papunesia,,,manu1261,Manubaran
kori1262,Korim,,dialect,Papunesia,,,aust1307,Austronesian
kori1258,Korintal,,dialect,Africa,,,atla1278,Atlantic-Congo
kori1260,Koriok,,dialect,Africa,,,nilo1247,Nilotic
kork1243,Korku,kfq,language,Eurasia,21.8358,77.5541,aust1305,Austroasiatic
korl1238,Korlai Portuguese,vkp,language,Eurasia,19.0348,73.0099,indo1319,Indo-European
koro1316,Koro,jkr,language,Eurasia,27.214804,92.633011,sino1245,Sino-Tibetan
koro1306,Koro (Côte d'Ivoire),kfo,language,Africa,8.11966,-5.73572,mand1469,Mande
koro1321,Korogwe,,dialect,Africa,,,atla1278,Atlantic-Congo
koro1307,Koroka,,dialect,Africa,,,mand1469,Mande
koro1319,Korombo 1,,dialect,Papunesia,,,more1255,Yam
koro1320,Korombo 2,,dialect,Papunesia,,,more1255,Yam
koro1298,Koromfé,kfz,language,Africa,14.046,-1.96187,atla1278,Atlantic-Congo
koro1313,Koromira,kqj,language,Papunesia,-6.39399,155.742,sout2948,South Bougainville
koro1302,Koron Ache,,dialect,Africa,,,atla1278,Atlantic-Congo
koro1310,Koronadal Blaan,bpr,language,Papunesia,6.20529,125.007,aust1307,Austronesian
koro1305,Korondougou,,dialect,Africa,,,mand1469,Mande
koro1311,Koroni,xkq,language,Papunesia,-2.6367,121.977,aust1307,Austronesian
koro1303,Koron Panda,,dialect,Africa,,,atla1278,Atlantic-Congo
koro1323,Koro Nulu,vkn,language,Africa,,,atla1278,Atlantic-Congo
koro1308,Koro-Olrat,krf,language,Papunesia,-14.2943,167.467,aust1307,Austronesian
koro1304,Korop,krp,language,Africa,5.16206,8.80859,atla1278,Atlantic-Congo
coro1248,Koropó,xxr,language,South America,-21.3907,-42.716,nucl1710,Nuclear-Macro-Je
koro1296,Koroshi,ktl,language,Eurasia,29.441,53.008,indo1319,Indo-European
koro1318,Koro (Vanuatu),,dialect,Papunesia,,,aust1307,Austronesian
koro1312,Korowai,khe,language,Papunesia,-5.26952,140.047,nucl1709,Nuclear Trans New Guinea
koro1324,Koro Zuba,vkz,language,Africa,,,atla1278,Atlantic-Congo
korr1238,Korra Koraga,kfd,language,Eurasia,12.9163,75.2,drav1251,Dravidian
korr1239,Korripako,,dialect,South America,,,araw1281,Arawakan
koru1247,Korubo,xor,language,South America,-5.3655,-70.5094,pano1259,Pano-Tacanan
koru1246,Korupun,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
koru1245,Korupun-Sela,kpq,language,Papunesia,-4.53497,139.678,nucl1709,Nuclear Trans New Guinea
korw1242,Korwa,kfp,language,Eurasia,23.4102,83.8142,aust1305,Austroasiatic
kory1246,Koryak,kpy,language,Eurasia,63.8977,166.695,chuk1271,Chukotko-Kamchatkan
koss1238,Kos,,dialect,Africa,,,atla1278,Atlantic-Congo
kosa1248,Kosa,,dialect,Africa,,,atla1278,Atlantic-Congo
kosa1251,Kosadle,kiq,language,Papunesia,-3.78748,140.197,kaur1274,Kaure-Kosare
kosa1252,Kosa-Mhallami,,dialect,Eurasia,,,afro1255,Afro-Asiatic
kosa1250,Kosarek,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
kosa1249,Kosarek Yale,kkl,language,Papunesia,-4.06603,139.645,nucl1709,Nuclear Trans New Guinea
kose1239,Kosena,kze,language,Papunesia,-6.46414,145.66,book1242,Bookkeeping
kosh1245,Qushan Aghul,,dialect,Eurasia,,,nakh1245,Nakh-Daghestanian
kosh1246,Koshin,kid,language,Africa,6.5817,10.299,atla1278,Atlantic-Congo
kosh1244,Koshti,,dialect,Eurasia,,,indo1319,Indo-European
kooo1243,Ko (Sierra Leone),,dialect,Africa,,,mand1469,Mande
kosi1238,Kosirava,,dialect,Papunesia,,,aust1307,Austronesian
koso1244,Kosop,,dialect,Africa,,,atla1278,Atlantic-Congo
koso1245,Kosorong,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
koso1247,Kosovo-Resava,,dialect,Eurasia,,,indo1319,Indo-European
kosr1238,Kosraean,kos,language,Papunesia,5.31,162.98,aust1307,Austronesian
kost1245,Kosti,,dialect,Eurasia,,,indo1319,Indo-European
kota1275,Kota Bangun Kutai Malay,mqg,language,Papunesia,-0.27049,116.297,aust1307,Austronesian
kota1276,Kota Belud,,dialect,Papunesia,,,aust1307,Austronesian
kota1282,Kota Belud Iranun,,dialect,Papunesia,,,aust1307,Austronesian
kota1277,Kota Bumi,,dialect,Papunesia,,,aust1307,Austronesian
kota1272,Kotafon Gbe,kqk,language,Africa,6.64027,1.72346,atla1278,Atlantic-Congo
kota1274,Kota (Gabon),koq,language,Africa,1.016,13.97,atla1278,Atlantic-Congo
kota1263,Kota (India),kfe,language,Eurasia,11.4978,76.9387,drav1251,Dravidian
kota1270,Kotali,,dialect,Eurasia,,,indo1319,Indo-European
kota1271,Kotali Bhil,,dialect,Eurasia,,,indo1319,Indo-European
kota1279,Kota Marudu Talantang,grm,language,Papunesia,6.48554,116.853,aust1307,Austronesian
kota1278,Kota Marudu Tinagas,ktr,dialect,Papunesia,6.377,116.946,aust1307,Austronesian
kota1280,Kotava,avk,language,North America,,,arti1236,Artificial Language
koti1238,Koti,eko,language,Africa,-16.4823,39.7602,atla1278,Atlantic-Congo
adiv1239,Kotia-Adivasi Oriya-Desiya,ort,language,Eurasia,18.1046,82.8487,indo1319,Indo-European
guan1269,Kotiria,gvc,language,South America,1.07554,-69.5705,tuca1253,Tucanoan
kotn1238,Kotni,,dialect,Eurasia,,,indo1319,Indo-European
koto1250,Koto,,dialect,Africa,,,atla1278,Atlantic-Congo
koto1271,Koto Gula,,dialect,Africa,,,cent2225,Central Sudanic
gula1267,Kotoic Gula,,dialect,Africa,,,cent2225,Central Sudanic
koto1252,Kotom,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
koto1270,Koto Payang,,dialect,Papunesia,,,aust1307,Austronesian
koto1251,Kotos,,dialect,Papunesia,,,aust1307,Austronesian
kott1239,Kott-Assan,zko,language,Eurasia,55,94,yeni1252,Yeniseian
kotu1238,Kotua Sedang,,dialect,Eurasia,,,aust1305,Austroasiatic
koty1238,Kotya,,dialect,Africa,,,mand1469,Mande
kotz1238,Kotzebue Sound Inupiatun,,dialect,North America,,,eski1264,Eskimo-Aleut
sins1241,Kou,snz,language,Papunesia,-5.64336,145.599,nucl1709,Nuclear Trans New Guinea
kouh1235,Kouh,,dialect,Papunesia,,,nucl1709,Nuclear Trans New Guinea
koul1238,Koulounkalan,,dialect,Africa,,,mand1469,Mande
koum1238,Koumongou,,dialect,Africa,,,atla1278,Atlantic-Congo
koun1238,Kounte Lele,,dialect,Africa,,,mand1469,Mande
kour1234,Kourtey,,dialect,Africa,,,song1307,Songhay
kouy1238,Kouya,kyf,language,Africa,7.27375,-6.5685,krua1234,Kru
kova1243,Kovai,kqb,language,Papunesia,-5.61712,147.862,nucl1709,Nuclear Trans New Guinea
kove1237,Kove,kvc,language,Papunesia,-5.58623,149.63,aust1307,Austronesian
kowa1245,Kowaki,xow,language,Papunesia,-4.63032,145.412,nucl1709,Nuclear Trans New Guinea
kowi1239,Kowiai,kwh,language,Papunesia,-4.21954,133.468,aust1307,Austronesian
koya1251,Koya,kff,language,Eurasia,17.6772,81.2096,drav1251,Dravidian
koya1253,Koyaga,kga,language,Africa,8.29177,-6.23255,mand1469,Mande
koya1250,Koya (Mande),,dialect,Africa,,,mand1469,Mande
koya1252,Koya (Sierra Leone),,dialect,Africa,,,atla1278,Atlantic-Congo
koyo1242,Koyo,koh,language,Africa,-0.69688,15.7508,atla1278,Atlantic-Congo
koyo1243,Koyo (Cote d'Ivoire),,dialect,Africa,,,krua1234,Kru
koyo1246,Koyo Gula,,dialect,Africa,,,cent2225,Central Sudanic
koyr1242,Koyraboro Senni Songhai,ses,language,Africa,16.9634,-0.55187,song1307,Songhay
koyr1241,Koyra Chiini,,dialect,Africa,,,song1307,Songhay
koyr1240,Koyra Chiini Songhay,khq,language,Africa,16.192,-3.73962,song1307,Songhay
koys1241,Koy Sanjaq,,dialect,Eurasia,,,afro1255,Afro-Asiatic
koys1242,Koy Sanjaq Jewish Neo-Aramaic,kqd,language,Eurasia,36.0451,44.6365,afro1255,Afro-Asiatic
koyt1238,Koyta,,dialect,Africa,,,nara1262,Nara
koyu1239,Koyuká,,dialect,South America,,,chon1288,Chonan
koyu1237,Koyukon,koy,language,North America,65.6093,-154.229,atha1245,Athabaskan-Eyak-Tlingit
koza1239,Koza,,dialect,Africa,,,afro1255,Afro-Asiatic
kozl1234,Kozluk-Sason-Mush,,dialect,Eurasia,,,afro1255,Afro-Asiatic
kozy1238,Kozymodemyan,,dialect,Eurasia,,,ural1272,Uralic
kpaa1242,Kpa,,dialect,Africa,,,atla1278,Atlantic-Congo
kpag1238,Kpagua,kuw,language,Africa,4.96154,20.1584,atla1278,Atlantic-Congo
kpak1238,Kpakolo,,dialect,Africa,,,krua1234,Kru
kpal1241,Kpala,kpl,language,Africa,4.51093,20.3108,atla1278,Atlantic-Congo
kpan1246,Kpan,kpk,language,Africa,7.58343,10.1642,atla1278,Atlantic-Congo
kpan1247,Kpango,,dialect,Africa,,,mand1469,Mande
naka1261,Kpara-Naka,,dialect,Africa,,,kres1240,Kresh-Aja
kpar1234,Kparev,,dialect,Africa,,,atla1278,Atlantic-Congo
kpas1242,Kpasam,pbn,language,Africa,8.75286,11.231,atla1278,Atlantic-Congo
kpas1241,Kpase,,dialect,Africa,,,atla1278,Atlantic-Congo
kpaa1243,Kpa (Sierra Leone),,dialect,Africa,,,mand1469,Mande
kpat1246,Kpati,koc,language,Africa,7.25286,9.97669,atla1278,Atlantic-Congo
kpat1244,Kpatili,kym,language,Africa,5.17203,21.8594,book1242,Bookkeeping
kpat1245,Kpatogo,,dialect,Africa,,,atla1278,Atlantic-Congo
kpea1238,Kpeaply,,dialect,Africa,,,krua1234,Kru
kpee1234,Kpeego,cpo,language,Africa,10.7244,-5.2677,mand1469,Mande
kpel1251,Kpelen,,dialect,Africa,,,atla1278,Atlantic-Congo
kpes1238,Kpessi,kef,language,Africa,8.05471,1.21078,atla1278,Atlantic-Congo
kpla1238,Kplang,kph,language,Africa,8.06653,-0.80295,atla1278,Atlantic-Congo
kple1238,Kplebo,,dialect,Africa,,,krua1234,Kru
kplo1238,Kplor,,dialect,Africa,,,krua1234,Kru
kpoo1238,Kpo,,dialect,Africa,,,atla1278,Atlantic-Congo
kpor1238,Kporo,,dialect,Africa,,,atla1278,Atlantic-Congo
kraa1234,Kraasna,,dialect,Eurasia,,,ural1272,Uralic
krac1238,Krache,kye,language,Africa,7.93475,0.01925,atla1278,Atlantic-Congo
krah1246,Krahô,xra,dialect,South America,-8.01172,-47.5774,nucl1710,Nuclear-Macro-Je
kran1245,Kranaria,,dialect,Eurasia,,,indo1319,Indo-European
kran1246,Krantiki,,dialect,Eurasia,,,indo1319,Indo-European
kran1247,Kranyeu,,dialect,Eurasia,,,aust1305,Austroasiatic
krao1238,Kraol,rka,language,Eurasia,12.8107,106.539,aust1305,Austroasiatic
krat1234,Kratovo,,dialect,Eurasia,,,indo1319,Indo-European
krau1243,Krau,,dialect,Eurasia,,,aust1305,Austroasiatic
krem1240,Krem,,dialect,Eurasia,,,aust1305,Austroasiatic
kren1239,Borum,kqq,language,South America,-18.9988,-41.2299,nucl1710,Nuclear-Macro-Je
gbay1292,Kresh,,dialect,Africa,,,kres1240,Kresh-Aja
gbay1290,Kresh Hofra,,dialect,Africa,,,kres1240,Kresh-Aja
gbay1289,Kresh Ndogo,,dialect,Africa,,,kres1240,Kresh-Aja
gbay1288,Kresh-Woro,krs,language,Africa,8.43391,25,kres1240,Kresh-Aja
krev1234,Krevin,,dialect,Eurasia,,,ural1272,Uralic
ngeq1245,Kriang-Khlor,ngt,language,Eurasia,15.6211,106.877,aust1305,Austroasiatic
krim1238,Krim,krm,dialect,Africa,7.24116,-11.8393,atla1278,Atlantic-Congo
krin1238,Krinkati,,dialect,South America,,,nucl1710,Nuclear-Macro-Je
krio1253,Krio,kri,language,Africa,10.8811,-14.3204,indo1319,Indo-European
krio1246,Krio Fula,,dialect,Africa,,,atla1278,Atlantic-Congo
krio1252,Kriol,rop,language,Australia,-18.135,137.669,indo1319,Indo-European
kriv1234,Kriva Palanka,,dialect,Eurasia,,,indo1319,Indo-European
krob1243,Krobo,,dialect,Africa,,,atla1278,Atlantic-Congo
krob1245,Krobu,kxb,language,Africa,5.86161,-4.47739,atla1278,Atlantic-Congo
krok1237,Krokong,,dialect,Papunesia,,,aust1307,Austronesian
kron1241,Krongo,kgo,language,Africa,10.514,30.003,kadu1256,Kadugli-Krongo
kron1244,Krongo Abdalla,,dialect,Africa,,,kadu1256,Kadugli-Krongo
krui1237,Krui,krq,language,,,,aust1307,Austronesian
krun1240,Krung,krr,dialect,Eurasia,13.5699,106.761,aust1305,Austroasiatic
